Id,Frame,Time,Probability,FaceX0,FaceY0,FaceWidth,FaceHeight,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,AU1 Inner Brow Raise,AU2 Outer Brow Raise,AU4 Brow Lowerer,AU5 Upper Lid Raise,AU6 Cheek Raise,AU7 Lids Tight,AU9 Nose Wrinkle,AU10 Upper Lip Raiser,AU11 Nasolabial Furrow Deepener,AU12 Lip Corner Puller,AU14 Dimpler,AU15 Lip Corner Depressor,AU16 Lower Lip Depress,AU17 Chin Raiser,AU18 Lip Pucker,AU19 Tongue Show,AU20 Lip Stretch,AU22 Lip Funneler,AU23 Lip Tightener,AU24 Lip Presser,AU25 Lips Part,AU26 Jaw Drop,AU27 Mouth Stretch,AU28 Lips Suck,AU32 Bite,AU34 Puff,AU37 Lip Wipe,AU38 Nostril Dilate,AU43 Eye Closure,AU53 Head Up,AU54 Head Down,Hand over Mouth,Hand over Eyes,Hand over Forehead,Hand over Face,Hand touching Face / Head,Beaming,Biting lip,Cheering,Cringe,Cry,Eyes closed,Face in hands,Frown,Gasp,Glare,Glaring,Grimace,Grin,Jaw drop,Laugh,Licking lip,Pout,Scowl,Smile,Smirk,Snarl,Squint,Sulking,Tongue out,Wide-eyed,Wince,Wrinkled nose
face_0,0,0.0,0.999971866607666,1310.0421142578125,346.6971130371094,199.06005859375,277.9792785644531,0.18000441789627075,0.2006518542766571,0.0757904127240181,0.8978140354156494,0.014534108340740204,0.040575940161943436,0.08903378993272781,0.1533377766609192,0.052237752825021744,0.19102884829044342,0.10349828004837036,0.044774286448955536,0.07659333944320679,0.044261012226343155,0.2713651657104492,0.03332285210490227,0.040605008602142334,0.04296582192182541,0.01963653601706028,0.044724658131599426,0.05063513666391373,0.21358636021614075,0.06408672779798508,0.023001499474048615,0.08344326913356781,0.019910726696252823,0.5859549045562744,0.031727518886327744,0.018035659566521645,0.02165653556585312,0.384747713804245,0.8939098715782166,0.3787466287612915,0.06190434470772743,0.03260350227355957,0.13188445568084717,0.09324249625205994,0.12525038421154022,0.06743564456701279,0.02601894736289978,0.3983708918094635,0.04537075385451317,0.021936923265457153,0.023291241377592087,0.05705733224749565,0.06056331843137741,0.04739188402891159,0.1186911016702652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_1,0,0.0,0.9999116659164429,833.8602294921875,357.3992919921875,194.751953125,270.07452392578125,0.17645999789237976,0.17601680755615234,0.07769632339477539,0.5982145071029663,0.04539347067475319,0.10776624828577042,0.1171942874789238,0.22817778587341309,0.10544843971729279,0.20797482132911682,0.17253555357456207,0.08808717131614685,0.24320919811725616,0.09929851442575455,0.20951876044273376,0.04492378979921341,0.06570172309875488,0.10788168013095856,0.07221244275569916,0.12423709034919739,0.14898014068603516,0.1291007399559021,0.09373904019594193,0.051734451204538345,0.09692616015672684,0.03407695144414902,0.3805171847343445,0.09775909781455994,0.03813549131155014,0.059120096266269684,0.39463210105895996,0.5890161395072937,0.2882876396179199,0.06335078179836273,0.08332240581512451,0.10962162166833878,0.1291520595550537,0.09812257438898087,0.07110317051410675,0.07348337769508362,0.28376489877700806,0.06441187858581543,0.03920234739780426,0.058336514979600906,0.07498026639223099,0.06321950256824493,0.07219076156616211,0.0911073312163353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_2,0,0.0,0.9999539852142334,1636.6231689453125,348.2127990722656,190.2840576171875,270.2028503417969,0.22869615256786346,0.2491043210029602,0.1055014431476593,0.7828811407089233,0.011067405343055725,0.04016147553920746,0.07818050682544708,0.18748058378696442,0.07739318907260895,0.28703299164772034,0.16733863949775696,0.0750025063753128,0.08491937071084976,0.057171814143657684,0.3097474277019501,0.06117386370897293,0.052530817687511444,0.04275480657815933,0.01837986148893833,0.03505755215883255,0.06539139151573181,0.14526964724063873,0.06224832683801651,0.01863454282283783,0.10760397464036942,0.026356413960456848,0.4419877529144287,0.02463262528181076,0.018673108890652657,0.01336912252008915,0.5210224390029907,0.7674888968467712,0.43290334939956665,0.07136973738670349,0.019488569349050522,0.13146424293518066,0.09323056042194366,0.10887441039085388,0.1113644689321518,0.021494358777999878,0.43681952357292175,0.09290202707052231,0.02311323769390583,0.01614549197256565,0.03582330420613289,0.06537487357854843,0.049201104789972305,0.08856144547462463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_3,0,0.0,0.9999498128890991,468.4864196777344,328.21722412109375,154.57168579101562,226.89508056640625,0.13478396832942963,0.14237166941165924,0.05885425955057144,0.7830983996391296,0.06049613282084465,0.06499328464269638,0.08179976791143417,0.16083316504955292,0.05266352370381355,0.13870739936828613,0.09229550510644913,0.03880614787340164,0.10843177139759064,0.07611818611621857,0.21832573413848877,0.03103981725871563,0.06371930986642838,0.07006324827671051,0.054386939853429794,0.08625347912311554,0.06616144627332687,0.2310970425605774,0.06446695327758789,0.04106329753994942,0.06708008050918579,0.024569567292928696,0.5983948707580566,0.056472718715667725,0.023051777854561806,0.043206922709941864,0.29573914408683777,0.8020813465118408,0.28261154890060425,0.05232636630535126,0.08536262810230255,0.16433244943618774,0.0900627002120018,0.10746028274297714,0.0458720326423645,0.04515378549695015,0.35170838236808777,0.03982517495751381,0.024626312777400017,0.03690105304121971,0.05753384158015251,0.05034390464425087,0.048883404582738876,0.1847781389951706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_4,0,0.0,0.9988265633583069,76.04133605957031,424.36529541015625,124.95466613769531,167.46844482421875,0.10093079507350922,0.12977422773838043,0.043713055551052094,0.7919812202453613,0.05569292604923248,0.0779198482632637,0.07411273568868637,0.13344722986221313,0.0484907440841198,0.10378506034612656,0.05981294438242912,0.029354529455304146,0.07686155289411545,0.048549626022577286,0.18871667981147766,0.02923445776104927,0.045455265790224075,0.08443255722522736,0.04483318328857422,0.1363397240638733,0.04619499668478966,0.3137592673301697,0.08676738291978836,0.06693993508815765,0.05692075937986374,0.016986863687634468,0.6174339652061462,0.0818275511264801,0.03614617511630058,0.06116490066051483,0.19209139049053192,0.7955523133277893,0.2973000407218933,0.05760831758379936,0.22232551872730255,0.12982399761676788,0.08848270773887634,0.12890872359275818,0.04794333502650261,0.10313829779624939,0.3553679585456848,0.04386768117547035,0.03733133524656296,0.037598878145217896,0.05249345302581787,0.04737458750605583,0.06995906680822372,0.17903269827365875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_2,20,0.3333333333333333,0.9999237060546875,1634.835205078125,349.26361083984375,190.7161865234375,278.16510009765625,0.22725538909435272,0.2521158456802368,0.0972239226102829,0.8356600403785706,0.011087284423410892,0.03915124386548996,0.08894430845975876,0.16743141412734985,0.061660800129175186,0.2360139936208725,0.13654904067516327,0.06480364501476288,0.07946992665529251,0.049467168748378754,0.29191166162490845,0.048492275178432465,0.046012990176677704,0.03944629430770874,0.017040275037288666,0.03593722730875015,0.0583205446600914,0.17029987275600433,0.062355972826480865,0.018494360148906708,0.10070857405662537,0.023761605843901634,0.5043081045150757,0.02635207772254944,0.017670756205916405,0.015446951612830162,0.4773382842540741,0.8327745795249939,0.4428150951862335,0.06964756548404694,0.02126580849289894,0.1312568485736847,0.09670040011405945,0.11314045637845993,0.09959026426076889,0.020560258999466896,0.42050841450691223,0.07077297568321228,0.02207135409116745,0.017883669584989548,0.043253298848867416,0.06193199008703232,0.04475374147295952,0.09877427667379379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_1,20,0.3333333333333333,0.9999947547912598,832.2922973632812,354.9054870605469,197.85528564453125,266.2590026855469,0.13407458364963531,0.11710351705551147,0.07256558537483215,0.35355523228645325,0.07456009835004807,0.1520988494157791,0.10918308794498444,0.2947939336299896,0.18274793028831482,0.24497009813785553,0.262904554605484,0.13423825800418854,0.4195162355899811,0.17621856927871704,0.15632343292236328,0.0599951297044754,0.09013207256793976,0.17837770283222198,0.14354977011680603,0.16732820868492126,0.27193716168403625,0.06890436261892319,0.11509816348552704,0.06541884690523148,0.10152086615562439,0.04641229659318924,0.20482124388217926,0.11548489332199097,0.05375073105096817,0.06850454956293106,0.373832643032074,0.2877810299396515,0.1722210943698883,0.05599267780780792,0.090924471616745,0.08440025895833969,0.14359420537948608,0.0746200904250145,0.06355465948581696,0.09067782014608383,0.19582071900367737,0.08532175421714783,0.05538148432970047,0.07875747978687286,0.07030981034040451,0.06194344907999039,0.10355927795171738,0.05853283777832985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,20,0.3333333333333333,0.9997524619102478,1310.3240966796875,366.6974792480469,195.463623046875,265.0793762207031,0.19559016823768616,0.23777467012405396,0.07967397570610046,0.8763241767883301,0.015858374536037445,0.045928847044706345,0.08359769731760025,0.1621701419353485,0.057702962309122086,0.20451679825782776,0.10734360665082932,0.050307635217905045,0.0825817883014679,0.04891028255224228,0.28747883439064026,0.03490081802010536,0.04114764928817749,0.0520828440785408,0.022868778556585312,0.053649790585041046,0.056723468005657196,0.1968296468257904,0.07962591201066971,0.0280061773955822,0.0856986716389656,0.021734867244958878,0.5417369604110718,0.0340447798371315,0.023038292303681374,0.021647552028298378,0.3832632303237915,0.881131649017334,0.46144816279411316,0.0705689936876297,0.043324243277311325,0.13249726593494415,0.09622403979301453,0.13137711584568024,0.08674177527427673,0.03568320348858833,0.41432681679725647,0.05134136602282524,0.02903960458934307,0.021925698965787888,0.047280337661504745,0.06455983221530914,0.053494371473789215,0.10982610285282135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_3,20,0.3333333333333333,0.9999080896377563,459.07183837890625,319.9673767089844,154.16339111328125,229.70584106445312,0.14150671660900116,0.15446540713310242,0.060611553490161896,0.8310168981552124,0.04847521707415581,0.05733295530080795,0.0792245864868164,0.1538432240486145,0.04943295568227768,0.1422147899866104,0.08646159619092941,0.03630609065294266,0.09267452359199524,0.06693517416715622,0.2333613485097885,0.02979864925146103,0.05748425051569939,0.06063448265194893,0.04439008608460426,0.0748402327299118,0.05714543163776398,0.24560678005218506,0.060787685215473175,0.03616887331008911,0.06733196973800659,0.02275398187339306,0.6302268505096436,0.04915573075413704,0.02083071693778038,0.03721287474036217,0.30245837569236755,0.8581247329711914,0.3119949996471405,0.05350297689437866,0.07353733479976654,0.1651887446641922,0.0856686383485794,0.1115613505244255,0.04859955981373787,0.03906795755028725,0.37617823481559753,0.039614513516426086,0.022849010303616524,0.031809307634830475,0.05428380146622658,0.050123896449804306,0.04626799002289772,0.1831846535205841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_4,20,0.3333333333333333,0.9999576807022095,80.49790954589844,429.6629943847656,130.91799926757812,169.00302124023438,0.11252017319202423,0.14374977350234985,0.04714981094002724,0.8149102926254272,0.04826857149600983,0.08109314739704132,0.08825944364070892,0.14109784364700317,0.05440186709165573,0.10509287565946579,0.061458222568035126,0.032745279371738434,0.08001182973384857,0.04658609628677368,0.1883152723312378,0.030005348846316338,0.042947907000780106,0.08703310787677765,0.040760189294815063,0.13098257780075073,0.04892339929938316,0.3210161328315735,0.10252705216407776,0.059506215155124664,0.06137365475296974,0.017507364973425865,0.6251611113548279,0.07932604104280472,0.0372505709528923,0.06053081899881363,0.20111611485481262,0.7991430163383484,0.32297027111053467,0.0589558482170105,0.17929434776306152,0.1234138086438179,0.10093188285827637,0.13899657130241394,0.05628998950123787,0.08809200674295425,0.353608638048172,0.04630236327648163,0.04193659871816635,0.04200633242726326,0.06464530527591705,0.04718918353319168,0.07733341306447983,0.16818460822105408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
